name,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year
龍捲風,Jay Chou,0,0.637,0.557,9,-6.585,1,0.0314,0.6809999999999999,0.0,0.102,0.544,143.945,248160,2000
星晴,Jay Chou,0,0.637,0.32899999999999996,7,-10.366,1,0.0349,0.725,8.51e-06,0.245,0.255,177.792,256667,2000
Fan Fong Xiang De Chong,Jay Chou,0,0.57,0.887,7,-7.992999999999999,0,0.0448,0.0908,3.41e-06,0.19699999999999998,0.182,94.60700000000001,256733,2000
黑色幽默,Jay Chou,0,0.603,0.292,10,-7.622000000000001,1,0.0282,0.406,0.0,0.136,0.231,127.905,280493,2000
擱淺,Jay Chou,57,0.49700000000000005,0.49,5,-7.1610000000000005,1,0.0276,0.6709999999999999,0.000417,0.155,0.126,122.71,236133,2004
止戰之殤,Jay Chou,45,0.47700000000000004,0.725,1,-6.6770000000000005,0,0.0447,0.483,9.02e-05,0.109,0.337,88.956,274907,2004
Forever Love,Leehom Wang,0,0.34700000000000003,0.377,9,-8.274,1,0.028999999999999998,0.546,0.0,0.0944,0.174,132.232,292640,2004
你是我心內的一首歌,Leehom Wang,0,0.535,0.529,6,-6.796,1,0.0272,0.226,0.0,0.102,0.585,181.68400000000003,166693,2007
流星雨,F4,0,0.578,0.44799999999999995,4,-8.639,1,0.0258,0.129,0.0,0.0712,0.16899999999999998,136.05100000000002,276600,2001
帶我走,Rainie Yang,53,0.526,0.513,5,-6.982,1,0.0265,0.563,0.0,0.0951,0.255,141.941,289427,2008
有你的快樂,Joanna Wang,45,0.7909999999999999,0.68,11,-5.565,0,0.0271,0.557,2.26e-06,0.34600000000000003,0.6809999999999999,112.014,195880,2008
情非得已,Harlem Yu,59,0.6859999999999999,0.48,9,-7.59,0,0.0241,0.436,0.0,0.0879,0.7290000000000001,106.90799999999999,273960,2001
可愛女人,Jay Chou,0,0.767,0.6709999999999999,5,-9.995,1,0.0317,0.552,3.229999999999999e-05,0.201,0.9209999999999999,135.468,236467,2000
屋頂,Landy Wen,0,0.26,0.385,3,-7.917999999999999,1,0.0299,0.46299999999999997,0.0,0.136,0.139,175.593,319040,2005
曖昧,Rainie Yang,51,0.541,0.23800000000000002,3,-9.829,1,0.0281,0.899,0.0,0.113,0.159,84.008,250093,2005
太煩惱,Rainie Yang,15,0.504,0.7490000000000001,7,-4.794,1,0.0481,0.354,0.0,0.306,0.731,183.868,224453,2008
遇上愛,Rainie Yang,32,0.728,0.62,0,-6.775,1,0.0299,0.25,0.0,0.11699999999999999,0.765,118.98100000000001,231427,2006
檸檬草的味道,Jolin Tsai,44,0.336,0.379,7,-6.269,1,0.0307,0.823,0.0,0.0904,0.332,138.183,271827,2004
天空,Jolin Tsai,33,0.499,0.415,5,-10.175,1,0.036000000000000004,0.047,0.0,0.0788,0.192,125.833,277093,2007
就是愛,Jolin Tsai,34,0.6729999999999999,0.635,7,-6.422999999999999,1,0.0252,0.345,0.0,0.149,0.799,92.985,254160,2007
二人遊,Khalil Fong,25,0.838,0.24100000000000002,2,-10.654000000000002,1,0.0515,0.311,2.64e-05,0.11599999999999999,0.205,135.012,179187,2011
星期六的深夜,Leehom Wang,0,0.331,0.154,5,-13.105,1,0.0404,0.9390000000000001,0.0,0.132,0.324,60.24,303093,2007
Everything,Leehom Wang,0,0.45399999999999996,0.395,1,-8.043,1,0.0292,0.34299999999999997,0.0,0.0924,0.185,132.3,298347,2008
另一個天堂,Leehom Wang,0,0.637,0.47700000000000004,1,-5.697,1,0.0289,0.341,0.0,0.0689,0.153,127.844,266160,2008
春雨裡洗過的太陽,Leehom Wang,0,0.715,0.44,6,-9.436,1,0.03,0.479,0.0,0.85,0.455,99.036,290400,2008
落葉歸根,Leehom Wang,0,0.284,0.22899999999999998,8,-11.98,1,0.0369,0.861,0.0,0.0882,0.24100000000000002,123.788,313947,2007
我們的歌,Leehom Wang,0,0.813,0.42700000000000005,1,-8.366,1,0.0521,0.0284,0.0,0.0807,0.852,139.944,244613,2007
You Exist In My Song,Wanting,37,0.474,0.47,1,-6.327000000000001,1,0.0341,0.6579999999999999,0.0,0.113,0.27,137.168,214720,2012
淘汰,Eason Chan,26,0.512,0.564,9,-5.473,1,0.0297,0.23,0.0,0.319,0.18899999999999997,118.022,284987,2008
愛情轉移(國),Eason Chan,25,0.489,0.486,5,-8.026,1,0.0292,0.7020000000000001,0.0,0.285,0.371,104.118,262000,2008
My Love My Fate,Janice Vidal,0,0.313,0.35700000000000004,0,-8.512,1,0.0294,0.7290000000000001,0.0,0.106,0.124,81.26899999999999,269960,2009
What Do Men Believe,Janice Vidal,0,0.605,0.496,6,-7.138999999999999,1,0.0412,0.385,0.0,0.0984,0.466,136.014,230147,2010
Even Though There Is No Fairy Tale In The World,Janice Vidal,0,0.618,0.415,0,-6.767,1,0.026000000000000002,0.479,0.0,0.10099999999999999,0.297,132.94899999999998,262200,2008
春泥,Harlem Yu,45,0.42,0.429,9,-10.099,0,0.036000000000000004,0.667,0.0,0.145,0.17300000000000001,79.406,254800,2003
靜靜的,Harlem Yu,36,0.708,0.308,9,-10.006,1,0.044000000000000004,0.365,0.0,0.16699999999999998,0.332,126.09899999999999,248827,2006
一首簡單的歌,Leehom Wang,0,0.495,0.32899999999999996,9,-10.481,1,0.0296,0.7040000000000001,2.12e-06,0.109,0.337,75.05,247800,2011
我的秘密 Mysecret,G.E.M.,0,0.565,0.736,2,-5.7170000000000005,1,0.0314,0.20199999999999999,0.0,0.0908,0.44,104.071,250147,2010
夢想啟動,Jay Chou,30,0.5579999999999999,0.773,3,-10.795,1,0.0636,0.131,0.027000000000000003,0.188,0.113,180.03,205467,2012
哪裡都是你,Jay Chou,44,0.447,0.593,5,-7.074,1,0.0263,0.153,1.35e-06,0.111,0.158,131.928,279040,2012
愛你沒差,Jay Chou,46,0.45799999999999996,0.53,0,-8.401,1,0.0258,0.0969,0.0,0.109,0.225,150.142,280720,2012
明明就,Jay Chou,54,0.5429999999999999,0.428,9,-8.966000000000001,1,0.0262,0.14,0.0,0.0876,0.17300000000000001,112.985,260387,2012
傻笑,Jay Chou,43,0.642,0.6890000000000001,5,-6.446000000000001,0,0.0242,0.0582,1.28e-05,0.158,0.304,98.005,289960,2012
關於我愛你,Deserts Chang,43,0.579,0.35600000000000004,3,-11.312000000000001,1,0.026000000000000002,0.281,1.22e-05,0.183,0.24,140.02,294160,2009
兒歌,Deserts Chang,32,0.679,0.14,1,-18.94,1,0.0369,0.953,0.000305,0.0986,0.38299999999999995,117.242,183200,2007
喜歡,Deserts Chang,45,0.691,0.18100000000000002,1,-17.201,1,0.0324,0.963,0.000371,0.10800000000000001,0.313,103.01299999999999,279933,2007
100種生活,Crowd Lu,41,0.721,0.4,9,-7.626,0,0.031,0.65,0.0,0.0998,0.35,98.97,287427,2008
我愛你 (I Love You),Crowd Lu,0,0.596,0.667,2,-5.593999999999999,1,0.0387,0.193,0.0,0.0979,0.512,92.90899999999999,285049,2008
我愛你,Crowd Lu,47,0.602,0.6609999999999999,2,-5.474,1,0.0423,0.19399999999999998,0.0,0.152,0.503,92.904,285080,2008
慢靈魂 (Slow Soul),Crowd Lu,0,0.723,0.498,7,-7.075,1,0.0286,0.455,0.0,0.14,0.434,103.00399999999999,286093,2011
好想要揮霍,Crowd Lu,34,0.38299999999999995,0.315,5,-10.734000000000002,1,0.0351,0.496,1e-05,0.11900000000000001,0.24100000000000002,139.202,330960,2008
獨家記憶,Jordan Chan,55,0.486,0.506,6,-7.9670000000000005,1,0.0343,0.586,0.0,0.0841,0.485,79.914,307093,2008
難朋友(國),Jordan Chan,17,0.5429999999999999,0.479,1,-8.549,1,0.0792,0.47200000000000003,0.0,0.107,0.251,118.27,231427,2008
他夏了夏天,Sodagreen,0,0.524,0.6679999999999999,9,-6.496,1,0.0303,0.13699999999999998,0.0,0.0845,0.721,125.045,304600,2009
蟬想,Sodagreen,0,0.304,0.731,9,-5.781000000000001,1,0.0385,0.175,0.0,0.28800000000000003,0.138,168.06599999999997,283707,2009
交響夢,Sodagreen,0,0.5,0.455,4,-6.572,1,0.0265,0.47100000000000003,0.0,0.161,0.27899999999999997,134.485,279747,2009
那些年,Hu Xia,49,0.531,0.5660000000000001,5,-6.4270000000000005,1,0.0273,0.226,0.0,0.11199999999999999,0.182,79.066,371080,2011
愛都是對的,Hu Xia,23,0.591,0.40299999999999997,8,-7.7,1,0.0316,0.6729999999999999,0.0,0.11599999999999999,0.171,116.03,259467,2010
愛夏,Hu Xia,42,0.568,0.601,10,-6.507999999999999,1,0.0255,0.33899999999999997,0.0,0.127,0.507,129.975,271480,2010
燃點,Hu Xia,30,0.6409999999999999,0.505,10,-8.476,0,0.0273,0.264,0.0,0.11699999999999999,0.32899999999999996,123.95200000000001,225760,2012
傷心童話,Hu Xia,20,0.36700000000000005,0.525,1,-7.425,0,0.032,0.594,0.0,0.107,0.16899999999999998,137.9,270827,2012
我沒有,Lara Liang,3,0.475,0.336,0,-11.158,1,0.0254,0.693,1.26e-05,0.129,0.20199999999999999,93.096,248480,2011
不敢哭,Lara Liang,26,0.513,0.35600000000000004,9,-10.418,1,0.0311,0.318,0.0,0.111,0.205,135.116,237240,2012
碎片,Lara Liang,17,0.498,0.392,0,-10.189,1,0.0332,0.735,0.0,0.12300000000000001,0.24600000000000002,173.982,204333,2012
悄悄告訴她,Nan Quan Mama,0,0.45899999999999996,0.484,4,-6.3,1,0.0258,0.0687,1.36e-05,0.107,0.128,161.91299999999998,262387,2008
再見 小時候,Nan Quan Mama,0,0.562,0.504,6,-8.177999999999999,1,0.0313,0.33899999999999997,5.57e-06,0.0834,0.64,148.019,230440,2008
離家不遠,Nan Quan Mama,0,0.512,0.6459999999999999,1,-5.46,0,0.027999999999999997,0.023,0.0,0.396,0.435,149.952,274693,2006
小時候,Nan Quan Mama,0,0.474,0.616,8,-6.303,1,0.0286,0.0636,5.67e-05,0.395,0.14300000000000002,135.99200000000002,225120,2004
牡丹江,Nan Quan Mama,0,0.593,0.588,9,-7.061,1,0.0331,0.6920000000000001,7.9e-06,0.109,0.502,140.032,237560,2005
笑著流淚,Nan Quan Mama,0,0.44,0.561,6,-7.581,1,0.0381,0.161,7.35e-05,0.0967,0.395,78.77,263427,2007
獨一無二,Show Luo,0,0.7979999999999999,0.902,11,-3.05,0,0.0327,0.0681,0.0,0.267,0.52,120.021,227520,2011
我全都相信 (I Believe It All),Landy Wen,0,0.537,0.41100000000000003,11,-7.146,1,0.0259,0.626,0.0,0.172,0.29100000000000004,81.913,239100,2009
Ru Guo Zhe Jiu Shi Ai Qing,Jane Zhang,0,0.7040000000000001,0.47600000000000003,8,-8.209,1,0.0339,0.46399999999999997,0.0,0.0959,0.43700000000000006,75.971,281413,2010
Wo Men Dou Gu Fu Le Ai,Jane Zhang,0,0.627,0.249,7,-11.445,1,0.0279,0.7759999999999999,0.0,0.11699999999999999,0.389,79.937,231627,2010
出乎意料,Alisa Galper,0,0.757,0.721,4,-4.26,1,0.0565,0.2,0.0,0.0799,0.76,111.986,276347,2009
如果沒有明天,Alisa Galper,0,0.439,0.43200000000000005,3,-5.8660000000000005,0,0.0308,0.579,0.0,0.0942,0.205,137.691,304213,2009
非我不可,Alisa Galper,0,0.433,0.408,7,-6.268,1,0.038,0.8540000000000001,0.0,0.0827,0.272,126.0,290920,2009
也許,蜜雪薇琪,5,0.636,0.54,7,-5.247999999999999,1,0.0252,0.102,0.0,0.122,0.142,110.12100000000001,288907,2004
彩虹天堂,劉畊宏,37,0.532,0.698,8,-2.617,1,0.0297,0.6920000000000001,0.000366,0.14400000000000002,0.218,143.89600000000002,301387,2005
崩裂前聲嘶力竭,Y2j,16,0.486,0.698,1,-3.218,0,0.0285,0.0168,0.0,0.304,0.171,159.922,293947,2010
偏愛,張芸京,0,0.602,0.529,6,-7.285,0,0.0301,0.253,0.0,0.106,0.391,140.015,212834,2009
黑裙子,張芸京,0,0.43,0.46299999999999997,5,-6.49,1,0.0288,0.215,0.0,0.0697,0.33299999999999996,135.74200000000002,300327,2009
讓我照顧你,張芸京,0,0.47100000000000003,0.4,9,-8.907,1,0.0283,0.34700000000000003,0.0,0.171,0.177,140.015,311194,2009
好心分手,Candy Lo,38,0.7340000000000001,0.536,11,-4.686,1,0.0318,0.601,0.0,0.1,0.591,114.036,180227,1998
一念之間 (A Flash of Thought),Penny Tai,0,0.623,0.435,9,-10.792,1,0.0423,0.807,0.0,0.0802,0.43,121.74799999999999,244200,2009
原諒我就是這樣的女生 (That's Me),Penny Tai,0,0.501,0.456,0,-7.992999999999999,1,0.042,0.8190000000000001,0.0,0.0987,0.423,141.891,244333,2009
小乖乖,Evan Yo,20,0.75,0.662,0,-7.311,0,0.0532,0.121,0.0,0.5720000000000001,0.545,124.995,225440,2010
我想要說,Evan Yo,27,0.591,0.442,10,-5.192,1,0.027999999999999997,0.813,0.0,0.111,0.184,131.97899999999998,228307,2006
我可以,Evan Yo,49,0.561,0.424,8,-5.567,1,0.0274,0.627,0.0,0.0912,0.154,132.817,266920,2006
2人,Evan Yo,0,0.32799999999999996,0.175,7,-11.519,1,0.0363,0.909,1.55e-05,0.107,0.175,171.93599999999998,266973,2008
喇舌,Da Mouth,28,0.7090000000000001,0.907,0,-6.021,1,0.0605,0.0161,0.0,0.138,0.955,80.015,189053,2010
國王皇后,Da Mouth,9,0.929,0.639,11,-6.687,1,0.0443,0.0557,6.63e-05,0.0585,0.966,120.00299999999999,194240,2010
巴冷公主 (Princess Palen),張惠妹 (A-mei),0,0.599,0.698,7,-5.278,0,0.0292,0.204,0.0,0.0788,0.452,141.988,251173,2006
我是一個瘦瘦的男生,Hsiao Hung-Jen,17,0.645,0.43,7,-7.767,1,0.034,0.705,0.0,0.115,0.313,130.019,282947,2010
王寶釧苦守寒窯十八年,Hsiao Hung-Jen,0,0.542,0.52,6,-6.821000000000001,1,0.039,0.598,0.0,0.249,0.303,151.99,311507,2008
陪你到世界的終結 (Till the End),Katncandix2,0,0.517,0.377,3,-8.837,1,0.0294,0.853,1.6e-05,0.12300000000000001,0.39799999999999996,145.77100000000002,199573,2009
胡鬧 (Mischievousness),Kenji Wu,0,0.506,0.48100000000000004,3,-5.7620000000000005,1,0.0262,0.84,0.0,0.0912,0.474,157.944,329107,2012
因為你是女人 (Because You Are Woman),Kenji Wu,0,0.586,0.578,11,-5.489,1,0.0262,0.395,0.0,0.11599999999999999,0.585,135.05700000000002,282413,2012
全部都給你 - Feat.鍾欣桐 (All for You),Kenji Wu,0,0.498,0.593,1,-4.133,1,0.027000000000000003,0.5489999999999999,0.0,0.166,0.45799999999999996,142.006,245600,2012
不屑紀念 (Despise Memorising),Kenji Wu,0,0.579,0.435,10,-5.882000000000001,1,0.0295,0.613,0.0,0.11800000000000001,0.248,79.933,286493,2005
殘廢 (Cripple),Kenji Wu,0,0.434,0.526,8,-6.669,1,0.0347,0.41,0.0,0.363,0.301,147.74,343613,2006
誰 (Who),Kenji Wu,0,0.40700000000000003,0.531,9,-5.67,1,0.0326,0.706,0.0,0.134,0.239,77.969,265467,2005
牽牽牽手 (Hand in Hand),Kenji Wu,0,0.435,0.483,6,-6.604,1,0.0508,0.727,0.0,0.0906,0.45299999999999996,180.063,226733,2008
越愛越難過 (The More Love the More Sorrow),Kenji Wu,0,0.546,0.669,8,-5.232,1,0.0304,0.32299999999999995,0.0,0.133,0.39899999999999997,138.053,272907,2008
傻瓜 (Fool),Kenji Wu,0,0.535,0.455,10,-6.14,1,0.0268,0.20800000000000002,0.0,0.10400000000000001,0.344,138.045,251377,2008
沒關係 (It's Alright),Kenji Wu,0,0.632,0.52,9,-6.149,1,0.0359,0.27,0.0,0.10300000000000001,0.379,146.0,235680,2010
放棄你 (Give Up You),Kenji Wu,0,0.493,0.353,0,-6.934,1,0.0322,0.532,0.0,0.129,0.43799999999999994,149.80100000000002,233161,2010
破心髒 (Broken Heart),Kenji Wu,0,0.725,0.897,7,-4.197,1,0.0346,0.0543,0.0,0.249,0.696,128.975,285773,2010
我不想知道她是誰,蔡詩蕓,0,0.5479999999999999,0.608,5,-4.266,1,0.0346,0.0465,0.0,0.0811,0.446,144.06,235413,2005
親愛的是我,Rachel Liang,3,0.369,0.446,11,-7.12,1,0.0289,0.512,0.0,0.113,0.105,143.75,277467,2009
哭過就好了,Rachel Liang,12,0.484,0.38,11,-8.31,1,0.0292,0.722,1.08e-06,0.115,0.249,133.33100000000002,291133,2009
滿滿,Rachel Liang,5,0.6759999999999999,0.5379999999999999,0,-5.6370000000000005,1,0.0368,0.441,0.0,0.0796,0.263,129.945,284760,2009
對味 (Right Taste),安又琪,0,0.638,0.547,11,-5.7620000000000005,1,0.0364,0.645,0.0,0.36,0.183,137.928,242840,2010
拋物線 (Projectile),Tanya Chua,0,0.52,0.31,10,-9.07,1,0.0273,0.882,0.000453,0.111,0.368,76.025,307507,2009
當你離開的時候 (When You Leave Me),Tanya Chua,0,0.58,0.502,7,-8.594,1,0.0293,0.8759999999999999,0.0,0.10400000000000001,0.5579999999999999,129.865,237693,2007
勇氣 (Courage),Michael Wong,0,0.528,0.517,0,-6.309,1,0.027999999999999997,0.158,8.26e-05,0.138,0.29600000000000004,115.057,258973,2006
約定 (Commitment),Michael Wong,0,0.524,0.447,10,-7.117000000000001,1,0.024,0.767,0.00115,0.151,0.278,95.23200000000001,233267,2006
不得不愛 (Can't Stop Love),Xian Zi,0,0.727,0.508,8,-6.146,1,0.0918,0.773,0.0,0.11599999999999999,0.424,80.002,282867,2006
沿海地帶 (Coast City),Xian Zi,0,0.455,0.34,7,-6.099,1,0.0262,0.727,0.0,0.354,0.158,91.839,211360,2006
暗示 (Implication),Abin Fang,0,0.34700000000000003,0.473,6,-7.255,1,0.0339,0.677,5.61e-06,0.204,0.165,143.935,295533,2009
壞人 (Bad Guy),Abin Fang,0,0.542,0.518,11,-5.979,1,0.035,0.36,0.0,0.0955,0.251,99.87799999999999,300093,2008
風 (Wind),Abin Fang,0,0.415,0.6890000000000001,6,-5.257000000000001,1,0.0301,0.152,0.0,0.11599999999999999,0.276,144.024,311293,2008
你不必愛我 (You Don't Have to Love Me),Abin Fang,0,0.486,0.48100000000000004,10,-7.692,1,0.0323,0.0598,0.0,0.138,0.166,84.016,292333,2008
遺憾 (Regret),Abin Fang,0,0.45799999999999996,0.293,11,-8.937000000000001,1,0.031,0.7759999999999999,0.0,0.10800000000000001,0.301,94.415,230627,2009
說了再見,Jay Chou,51,0.545,0.507,2,-7.9639999999999995,1,0.0279,0.49200000000000005,0.0,0.135,0.151,124.041,280653,2010
想太多,Nicky Lee,0,0.484,0.359,11,-8.988,1,0.0243,0.738,0.0,0.12,0.156,77.098,216613,2007
我會好好過,Nicky Lee,0,0.381,0.387,0,-7.8,1,0.0295,0.799,0.0,0.115,0.168,69.684,250000,2006
圍牆,Nicky Lee,0,0.61,0.35700000000000004,7,-9.443,1,0.0365,0.785,0.0,0.13699999999999998,0.313,128.083,199453,2007
"不,完美",Nicky Lee,0,0.355,0.431,2,-8.396,1,0.0362,0.664,0.0,0.113,0.152,75.387,220707,2008
死結,Nicky Lee,0,0.49700000000000005,0.413,5,-9.516,1,0.0293,0.774,0.0,0.128,0.154,77.977,274653,2008
女爵 (Baroness),楊乃文 (Faith Yeung),0,0.33399999999999996,0.7659999999999999,5,-4.399,1,0.0384,0.19399999999999998,0.000135,0.11599999999999999,0.19399999999999998,156.523,267200,2006
來不及說再見 (No Time to Say Goodbye),郭書瑤 (Yao Yao),0,0.48100000000000004,0.369,7,-7.73,1,0.0296,0.348,0.0,0.0951,0.0993,131.955,261513,2009
那不是雪中紅,JPM,30,0.607,0.9329999999999999,9,-5.169,0,0.0337,0.00274,0.0,0.11699999999999999,0.8,103.055,219320,2011
一千零一夜,蜜雪薇琪,20,0.695,0.574,1,-6.568,1,0.0281,0.493,0.0,0.0557,0.514,110.947,228333,2006
泡沫,G.E.M.,59,0.551,0.40299999999999997,4,-8.391,1,0.0307,0.237,0.0,0.165,0.162,136.02,258866,2012
安靜,Jay Chou,0,0.505,0.401,10,-7.869,1,0.0282,0.613,8.69e-06,0.11,0.125,143.864,334240,2001
寂屋出租,Will Pan,0,0.474,0.6459999999999999,11,-6.757999999999999,1,0.0754,0.34,0.0,0.08900000000000001,0.364,126.109,297680,2009
不能說的秘密,Jay Chou,54,0.547,0.588,7,-8.323,1,0.0246,0.28800000000000003,0.0,0.146,0.183,143.922,296533,2007
軌跡,Jay Chou,49,0.445,0.47600000000000003,9,-6.9639999999999995,1,0.0268,0.21,0.000127,0.0788,0.17,75.208,322320,2003
因為愛情,Eason Chan,55,0.41200000000000003,0.205,5,-11.245,1,0.0316,0.858,0.0,0.10400000000000001,0.297,175.942,216893,2011
喜歡寂寞,Sodagreen,0,0.375,0.5379999999999999,11,-7.692,1,0.0296,0.479,0.0,0.115,0.226,136.138,260653,2011
你不知道的事,Leehom Wang,0,0.493,0.295,1,-9.924,1,0.0251,0.494,0.0,0.13,0.301,86.98200000000001,277160,2010
改變自己,Leehom Wang,0,0.826,0.594,9,-5.602,1,0.036000000000000004,0.0294,0.0,0.0449,0.914,104.509,193800,2007
花田錯,Leehom Wang,0,0.718,0.485,6,-6.987,0,0.0493,0.289,0.0,0.0723,0.7440000000000001,133.066,226333,2005
我們都傻,Rainie Yang,45,0.47700000000000004,0.45299999999999996,5,-8.976,0,0.0376,0.755,0.0,0.146,0.271,133.91,330867,2011
她的睫毛,Jay Chou,45,0.44,0.731,9,-5.381,1,0.0285,0.0435,0.031,0.0884,0.373,152.215,232893,2003
一路向北,Jay Chou,0,0.456,0.617,5,-6.252000000000001,1,0.0273,0.0133,5.9499999999999996e-05,0.11599999999999999,0.3,133.917,294240,2005
聽媽媽的話,Jay Chou,0,0.7190000000000001,0.64,10,-6.615,1,0.0287,0.391,6.52e-05,0.11,0.595,92.98899999999999,263973,2006
不具名的悲傷,Show Luo,0,0.619,0.5770000000000001,9,-5.667999999999999,1,0.0258,0.693,0.0,0.11599999999999999,0.298,84.05,302573,2012
射手,Magic Power,0,0.747,0.785,8,-4.873,1,0.0372,0.00897,4.1700000000000004e-05,0.0719,0.505,129.989,239733,2013
天機,Magic Power,0,0.513,0.975,3,-3.4789999999999996,0,0.249,0.0024,9.32e-05,0.0808,0.503,80.062,275040,2013
Marry Me,Jam Hsiao,38,0.626,0.561,1,-6.013,1,0.0296,0.759,0.0,0.0896,0.366,129.83700000000002,279792,2012
以愛之名,Jam Hsiao,14,0.504,0.45399999999999996,8,-7.034,1,0.0298,0.272,0.0,0.10800000000000001,0.248,119.95100000000001,238690,2012
忘不記,Jia Jia,0,0.46799999999999997,0.5,9,-6.584,0,0.0272,0.748,0.0,0.102,0.18,80.98,269267,2013
填空,Jia Jia,0,0.594,0.456,0,-6.857,1,0.0298,0.8,0.0,0.0712,0.293,119.986,245960,2013
